2018-08-23 12:48:06,143 - INFO - =================
2018-08-23 12:48:10,748 - INFO - ---------------------------------
2018-08-23 12:48:10,748 - INFO - cross_validation id:0
2018-08-23 12:48:10,748 - INFO - data for training:880
2018-08-23 12:48:10,749 - INFO - data for testing:222
2018-08-23 12:48:10,749 - INFO - ---------------------------------
2018-08-23 12:48:10,790 - INFO - Epoch: 0/100	Step: 0 	Loss:0.70446062088
2018-08-23 12:48:10,802 - INFO - Epoch: 0/100	Step: 1 	Loss:0.686715841293
2018-08-23 12:48:10,808 - INFO - Epoch: 0/100	Step: 2 	Loss:0.681227743626
2018-08-23 12:48:10,818 - INFO - Epoch: 0/100	Step: 3 	Loss:0.678647875786
2018-08-23 12:48:10,826 - INFO - Epoch: 0/100	Step: 4 	Loss:0.690412044525
2018-08-23 12:48:10,833 - INFO - Epoch: 0/100	Step: 5 	Loss:0.661307990551
2018-08-23 12:48:10,837 - INFO - Epoch: 0/100	Step: 6 	Loss:0.694024801254
2018-08-23 12:48:10,842 - INFO - Epoch: 0/100	Step: 7 	Loss:0.665661394596
2018-08-23 12:48:10,846 - INFO - Epoch: 0/100	Step: 8 	Loss:0.635849475861
2018-08-23 12:48:10,849 - INFO - Epoch: 0/100	Step: 9 	Loss:0.657433211803
2018-08-23 12:48:10,853 - INFO - Epoch: 0/100	Step: 10 	Loss:0.646987318993
2018-08-23 12:48:10,856 - INFO - Epoch: 0/100	Step: 11 	Loss:0.635715961456
2018-08-23 12:48:10,860 - INFO - Epoch: 0/100	Step: 12 	Loss:0.630223870277
2018-08-23 12:48:10,863 - INFO - Epoch: 0/100	Step: 13 	Loss:0.645476043224
2018-08-23 12:48:10,867 - INFO - Epoch: 1/100	Step: 0 	Loss:0.641526401043
2018-08-23 12:48:10,870 - INFO - Epoch: 1/100	Step: 1 	Loss:0.61213439703
2018-08-23 12:48:10,874 - INFO - Epoch: 1/100	Step: 2 	Loss:0.602747499943
2018-08-23 12:48:10,878 - INFO - Epoch: 1/100	Step: 3 	Loss:0.606459736824
2018-08-23 12:48:10,881 - INFO - Epoch: 1/100	Step: 4 	Loss:0.605331838131
2018-08-23 12:48:10,885 - INFO - Epoch: 1/100	Step: 5 	Loss:0.637604117393
2018-08-23 12:48:10,889 - INFO - Epoch: 1/100	Step: 6 	Loss:0.607612013817
2018-08-23 12:48:10,892 - INFO - Epoch: 1/100	Step: 7 	Loss:0.657763242722
2018-08-23 12:48:10,896 - INFO - Epoch: 1/100	Step: 8 	Loss:0.564219355583
2018-08-23 12:48:10,900 - INFO - Epoch: 1/100	Step: 9 	Loss:0.562611162663
2018-08-23 12:48:10,905 - INFO - Epoch: 1/100	Step: 10 	Loss:0.628922879696
2018-08-23 12:48:10,911 - INFO - Epoch: 1/100	Step: 11 	Loss:0.595557570457
2018-08-23 12:48:10,917 - INFO - Epoch: 1/100	Step: 12 	Loss:0.574828922749
2018-08-23 12:48:10,922 - INFO - Epoch: 1/100	Step: 13 	Loss:0.607954859734
2018-08-23 12:48:10,934 - INFO - Epoch: 2/100	Step: 0 	Loss:0.572721660137
2018-08-23 12:48:10,938 - INFO - Epoch: 2/100	Step: 1 	Loss:0.584880113602
2018-08-23 12:48:10,942 - INFO - Epoch: 2/100	Step: 2 	Loss:0.594631016254
2018-08-23 12:48:10,946 - INFO - Epoch: 2/100	Step: 3 	Loss:0.6470246315
2018-08-23 12:48:10,951 - INFO - Epoch: 2/100	Step: 4 	Loss:0.60010778904
2018-08-23 12:48:10,958 - INFO - Epoch: 2/100	Step: 5 	Loss:0.550815105438
2018-08-23 12:48:10,962 - INFO - Epoch: 2/100	Step: 6 	Loss:0.607475340366
2018-08-23 12:48:10,965 - INFO - Epoch: 2/100	Step: 7 	Loss:0.617130994797
2018-08-23 12:48:10,969 - INFO - Epoch: 2/100	Step: 8 	Loss:0.592427194118
2018-08-23 12:48:10,972 - INFO - Epoch: 2/100	Step: 9 	Loss:0.59151160717
2018-08-23 12:48:10,976 - INFO - Epoch: 2/100	Step: 10 	Loss:0.582542955875
2018-08-23 12:48:10,979 - INFO - Epoch: 2/100	Step: 11 	Loss:0.562406480312
2018-08-23 12:48:10,983 - INFO - Epoch: 2/100	Step: 12 	Loss:0.553197085857
2018-08-23 12:48:10,986 - INFO - Epoch: 2/100	Step: 13 	Loss:0.582321643829
2018-08-23 12:48:10,990 - INFO - Epoch: 3/100	Step: 0 	Loss:0.520183682442
2018-08-23 12:48:10,993 - INFO - Epoch: 3/100	Step: 1 	Loss:0.558031916618
2018-08-23 12:48:10,997 - INFO - Epoch: 3/100	Step: 2 	Loss:0.574108421803
2018-08-23 12:48:11,000 - INFO - Epoch: 3/100	Step: 3 	Loss:0.56609660387
2018-08-23 12:48:11,005 - INFO - Epoch: 3/100	Step: 4 	Loss:0.574670433998
2018-08-23 12:48:11,009 - INFO - Epoch: 3/100	Step: 5 	Loss:0.562532842159
2018-08-23 12:48:11,012 - INFO - Epoch: 3/100	Step: 6 	Loss:0.532039880753
2018-08-23 12:48:11,016 - INFO - Epoch: 3/100	Step: 7 	Loss:0.564505875111
2018-08-23 12:48:11,019 - INFO - Epoch: 3/100	Step: 8 	Loss:0.571939229965
2018-08-23 12:48:11,027 - INFO - Epoch: 3/100	Step: 9 	Loss:0.551169335842
